,Unnamed: 0,Unnamed: 0.1,class,text,forum
2817,3138,3139,0,"I know millions have played the game. I can't apparently. And from what I'm experiencing, I dont' know how people have managed to. Since putting a web link will probably get this deleted, search for ""God of War 2018 Launches to Black Screen then Crashes when Attempting to close application"" and you should find the EU playstation forums post regarding this. Now, instead of typing alot, I'm just going to copy what I sent Sony, SonySantamonica, and Cory Balrog in a tweet...""This EXACT problem is happening to me as in that link from the EU forums... Happened last month, and just (today) I bought a 2nd NEW copy of God of War. Same thing happened today. I start the game, the splash screen comes up, then nothing, just a black screen to infinity (I let it go on for half an hour once, nothing loaded). I have to hit the PS button back to the PS4 menu, close application, but then instead of just closing, i get the same error code mentioned in that forum post as well. I report the error (or not) then it goes back to the PS4 menu. Same thing happened today with another new copy from best buy (last month was from gamestop). Except instead of getting an error screen w/code, it went back to a black screen and the console was COMPLETELY unresponsive. I had to unplug it, then wait for disk checks after turning it back on.I have a launch style ps4 (touch buttons), my other 40 or so disc based games work (however someone in that forum thread said the digital version had the same issue), already tried them all (AFTER being forced to unplug it, console's still fine). If it matters, I can't use HDR either. I have a sony bravia tv from 2012 (after a lightning bolt fried my 1000 dollar CRT from sony, the last one they made i think, that silver one). I saw one article online that said you NEED HDR to play God of War, I'm hoping that was just bad wording and they meant it's better in HDR... I have NEVER in my life bought a game that was literally unplayable. And as I said, my other 40 games work fine. It's not my console, I don't need to format it and reinstall the OS, my other 40 games load fine. I have the latest OS and game updates (it installed 1.33 for GoW when i installed it again today, it was 1.32 when i tried this last month). Please fix this, I don't buy games to use them as drink coasters...""If anyone actually knows what the hell is going on and can help me fix this I'd really appreciate it, and I'll update this review, or just delete it till I actually play the game. But as of now it's unplayable period. @AskPlaystation on twitter wanted to send my to sony chat (which doesn't even work, the page just keeps reloading when I hit request chat), but there's nothing wrong with my console. They would have me try another copy of the game, or rebuild the database, or even wipe the hard drive and reinstall the OS. OR send the console in for repairs it doesnt' need. That's pointless.... 40 other games I just tried one by one load fine...Update Feb 2018: I talked with the actual devs via twitter for days, they're clueless and cant' figure it out. They even gave me a digital code, that did the same thing. I bought a new, better hard drive for my ps4. When it got here, I wiped the one I was using, reinstalled the OS, and did nothing else but install GoW. Same thing.... put in the new drive, installed the OS, installed GoW.... same thing. Looks like I'm stuck watching someone else play it on YouTube... hell when the PS5 releases, if it's at least backwards compatible with PS4 games, maybe I can play it on there.",7
2818,3139,3140,0,"I can only be grateful I didn't buy a PS4 for this game. Many have called it mature... dark... even-paced. I call it boring, repetitious, overly linear and annoying (and not just the kid is annoying).The combat is very boring. It takes forever to kill a few enemies. Sure there are techniques to do so quicker... but it's a sluggish mess to do so. It's clearly taken from the Dark Souls franchise. Where is the God of War I played years ago? Even the first boss battle was a huge disappointment. I barely received damage on it... it just took forever. Once you learn to time shield block, well... time to punch...The levels are slow and linear. You walk in a line... then you see a chest... then you loot the chest... then you continue... your son runs up a cliff, lets down a chain... then you climb the chain... then you keep walking in a straight line again.What is likely the most frustrating and annoying thing is that the over the shoulder camera blocks enemies to the front left of you. I can't tell you how many hits I receive because the damn camera is blocking everything. Well you can move the camera up a bit, but then you can't throw your axe... which is a core mechanic of the game...No... no... what is even more annoying is how I am running at an enemy I need to kill first, but then my camera latches on to another enemy as I am sprinting toward my foe... now I get shot in the back by the enemy I wanted to originally target.No... no... no... what is even more annoying is the darn kid. I thought Kratos-dad told him to shut up? Why am I baby-sitting this kid in a video game anyhow? I'll never know... I've long since put this game down... why didn't I buy a physical copy to resell it? Oh that's right... it's the triple A title I thought HAD to be good...",7
2819,3140,3141,0,I guess i recieved the european version of the game because the my ps4 made a seperate save file and now i have to versions of god of war on my console. Meaning i have to pass the whole game again just so i can try the new game plus!!! I ordered the game just for this and now i cant do that!!!!,7
2820,3141,3142,0,"Gameplay: They replaced a fast-paced, intense hack and slash gameplay from 1-3, with an excruciatingly slow, bad rip-off dark souls gameplay. Instead of taking on a dozen enemies at the same time and feeling powerful (original trilogy), you have to slowly hack a single enemy with a stupid ax, practically one at a time, and now they can sneak up on you because the camera is horribly fixed behind you. Or you can throw an ax over and over again...and over again... Taking down enemies feels tedious and like a chore, not a blast like it was in the original trilogy. Also, roughly 1/3 of the gameplay is a walking simulator.Story: The forced story with the son narrative is derivative, and entirely unoriginal. It's such a blatant copy off Last of Us, with much inferior emotional impact. It just feels weak, and is full of long scenes you can't skip, where you get to watch Kratos play dad (yawn).Kratos: Instead of a badass angry God who runs around and destroys everything in his path, Kratos in this game walks slowly through long traila and cannot jump. The kid follows around and provides really annoying commentary. I kept wishing there was an option to let the kid die, play a stupid crying cut scene, and then be rid of him the rest of the game. Not an option, so you get to be Kratos: ""God of Babysitting.""Originality: There is almost nothing original about this game. The gameplay has a much inferior copy of dark souls and bloodborne play style. The story is a bad version of last of us. The recallable ax is a blatant copy off Thor's hammer from the Marvel movies. In the original series, Kratos was an original, angry, and powerful character who was fun to play as--not anymore.The developers turned Kratos into a wimpy character, and they went to the press virtue signaling about how ""deep"" the game was.It wasn't deep and it was a tiresome, tedious, chore to play. After playing this I had to put in God of War 3 and whoop on its awesome bosses, just to take out my frustration from them ruining such a great character and series.Real Kratos would want revenge for seeing what these guys did to him in this game. ""My vengeance ends here!"" (real Kratos in God of War 3).",7
2821,3142,3143,2,"I was so excited to get this game but after over 15 hrs I decided to give up (20% progress). Every time when I thought to give up due to frustration, I told myself maybe I need a little bit more time to get used to it. NOW, I THINK IT IS THE TIME !!!Pro: pretty good graphics (but not amazing), beautiful landscape.Con:1. Boring and tedious. As a game, it is supposed to give gamer fun, right? I played RDR1, GTA5, Horizon zero dawn, assassin creed: origin, the witcher 3: wild hunt. god of war etc and I enjoyed them a lot. But for RDR2, i didn't have that feeling. I lost interest very quickly and I don't even remember when is the last time I had this feeling. It is a Big Failure for RDR2 !2. Terrible health setting! I need to eat, my horse too, otherwise, the health will go down. Bad ideal ! Not fun!3. No fast /easy travel, have to ride the horse and go a long distance. Not fun !4. Clunky movement, especially when you move Arthur in a house or at camp. he moves like a very old man. Not fun!5. Boring shooting and fighting. Not fun.6. Boring main missions and side missions. Not fun.I am glad it decided to give up and now I have time to play others games !!!",7
2822,3143,3144,0,"Extremely disappointing. It's the video game equivalent of The Phantom Menace.Red Dead 1 is an amazing game. I expected the sequel to be at least as good as the original. Instead we have this heap of trash. If I knew the game would be this, I wouldnt have bought it.The first thing you'll notice is the confusing and frustrating controls. For instance if one is on a horse, and spots prey, or gets into a fight, you'll instinctively pull the left trigger to aim whatever weapon you selected. Except now that's not what happens. Now you have to aim, then elect to draw your weapon, then fire. And most of the time it won't pick out weapons you want. Way too many steps when you're panicking because someone's shooting at you.They also took away essential features, such as fast travel. You also have to remember to grab your weapons off your horse before stopping. It's difficult to predict what a control input is going to end up doing. The whole game is extremely frustrating. I've played it for several days, and I'm still waiting for it to be fun.The magic of Red Dead 1 is gone. There are some improvements here, but really it's just the same game with a different setting, more drudgery, less fun, lazier plot, and frustrating controls.",7
2823,3144,3145,2,"Want to play a western game where you are bossed around by women who lower their voice and try to add some growl into it? Want to play the most historically inaccurate game ever made? Want to be killed over and over by the law simply because you try to get on your horse instead to have your character run far over to some random NPC and grab him to get wanted by the law and get a bounty over and over? Want to play a game where politically correct agendas are constantly shoved down your throat? If yes than this is for you!Great graphics, horrid controls. This game makes Native Americans look awful. When you think you are finally rid of these horrid characters and you play as John you have them show right back up so you don't forget the agenda! Feminism everywhere!I will NEVER buy another Rockstar game.",7
2824,3145,3146,0,"Considering all the praise being heaped on this game. I was very suprised at how unenjoyable an experince it has been. It has a lot of problems. The biggest is just being flat out boring. I've played 5 hours and there has been nothing to hook me in. Just boring, slow, emptiness. Now I thought that Octopath Traveler had a boring story (which it does) but there are other redemptive parts of that game like the combat. The gun play here is trash. Considering uncharted is 3rd person coverbased they should have just copied that and saved on the 100hr work weeks. This is being hailed as the next step forward. With that in mind I have to compare it to a game that was the next step forward The Witcher 3. Within 5 hours of starting The Witcher I was having a blast from the combat to a compelling story and world. Red Dead 2 has none of this and while there are many technically inferior games they have some redemptive quality. Red Dead has no redemption. I feel jipped by not only Rockstar but also by all the mainstream reviewers who have done nothing but heap praise on this heap of boring hyperbole.",7
2825,3147,3148,0,Microsoft forces you to register an account to your game in order to play. In order to register you have to have a Microsoft account. In order to have a Microsoft account you have to give them your phone number for..... reasons??If this game was free then I would understand the need to harvest my data to sell off but I paid for this game so having to give off personal information to be able to play is ridiculous.If you don't like invasion of privacy stay away apparently.... What a disappointment.,7
2826,3148,3149,0,"An extremely poor port. This new version is buggy, lags, and has poor frame rate and huge rendering drops, compared to the traditional console edition. Inventory gets deleted, game crashes, multiplayer chugs. It's a very, very poor port. My advice is to buy the Nintendo Switch Edition of Minecraft on the Eshop, and wait for this port to be fixed (if it ever does [Xbox players have been complaining about this port since it launched back in 2017]). You can buy the eShop version and get a free upgrade to the new ""Minecraft"" edition, that this is. Your old worlds can even be converted over. Though, like I said, this port is extremely buggy and difficult to deal with. Wait till they fix the bugs, then it might be worth it.",7
2827,3149,3150,0,"I purchased 2 copies of this version of Minecraft to play with my son who lives in another state. After having trouble figuring out how Minecraft was going to work under the Nintendo Online system I went ahead and bought two versions and started fiddling with it. That's when I noticed how poor the system works with 2 big problems.1. The game in theory, will let people (each with their own Nintendo Online account) to play together without using Microsoft Realms. I thought this would be a godsend, but it seems Nintendo hasn't done a great job aligning the features and my son soon realized that you can create a new world and both of us can play on it, but when we log out he can no longer join that server. Doesn't matter if I make the server/world, or if he does, you seem to only get 1 play out of it. I looked at NAT types, I've tried port forwarding, and slew of other things. Nintendo/Mojang support is not helpful either with this problem apparently plaguing other users.2. The game itself is very buggy considering how it seems Nintendo Online handle latency and other issues. I found myself disconnected on a few occasions, or situations where I could no longer see my son's avatar even though he was right in front of me (I witnessed this over facetime). Other issues like landscape (FOV) not appearing seem pretty common in multiplayer.The singleplayer is fine and the controls once you get used to them work great, but the primary reason I got 2 copies of this was so I could play online and that feature is doesn't work. If the problem can be resolved I'll change my review.",7
2828,3150,3151,0,"You cannot connect to any Minecraft server on the internet, only Microsoft approved servers in a Microsoft curated list (that isn't even enabled yet).You cannot play with other players running Minecraft on computer (java version).You must create/use an XBox account to play the game.You cannot use your existing Minecraft/Mojang account.You cannot customize your skin; only select from already-built versions that Microsoft provides.I bought this so my kids could play their favorite servers from the computer on the Switch, but that's not possible.Microsoft is trying its best to kill the game that Mojang created.",7
2829,3151,3152,0,"ItÂ’s honestly ridiculous they can charge for such a buggy product. This game lags glitches and downright steals my stuff because it canÂ’t stop crashing. DonÂ’t waste your money like I did. IÂ’ve had it freeze when I try to save and when I come back a bunch of my stuff is gone, IÂ’ve been somehow killed by nothing when I come to log back in with all my stuff a good distance away from my home, which I was in when I saved and left. IÂ’ve also had myself and a horse get stuck in nothing and have to quit and come back in to make it work. This game is full of bugs and should be recalled and fixed before itÂ’s sold.",7
2830,3152,3153,2,I bought the game for my 9 year old daughter for Christmas because it was rated everyone. The music had inappropriate langue ( lots of swear words) and way too much sexual content. We had to get rid of it. We are very disappointed because previous ones were not like this. It need to be rated explicit not everyone.,7
2831,3153,3154,2,"Our whole family loves to dance, so we bought this game thinking we could all play together (2 adults, 8 year old, 5 year old, 2 year old). There is a kids song section, and a regular adult song section. Most (if not all) of the kids songs are repeated on the adult section, so that's a bummer because you're not getting as many songs as it looks like. If I had known some of the songs that were put on the kids side, I would have never purchased this game. One song on the kids side has lyrics that simply repeat ""sexy me"" over and over again. Once the kids got tired of their songs, we tried to do some of the easy songs on the adult side. The first song we put on had lyrics about ""no longer wanting to be alive, yes I just want to die"". Needless to say, our kids will not be listening to these songs anymore! Nor will they be playing this game without an adult present.",7
2832,3155,3156,2,I have purchased every just dance game from the first one until this copy. This copy has the worst song track list by far! Half the songs arenÂ’t even in English! The ones that are were relevant at least 5 years ago.The fact that to unlock any songs from prior games requires a subscription monthly at that is awful. I owned every prior game so I should be allowed to have access to all prior songs.The track list for the base game should have came with triple what was included in the game. I think this will be my last just dance game I will ever purchase.,7
2833,3156,3157,0,"In sum, If you have a younger child that can stand the same songs over and over and over and over and over and over, this game is for you.The base game does not come with a lot of variety. Only two or three easy levels songs and a mix of hard and medium songs. In order to get most fun, you need to have an Ubisoft account. All the features of the game are not unlocked until your ""dance card"" reaches level 6 or 7.The dashboard shows ALL the songs does not give you a way to filter or sort by subscription level to try to filter out the songs that you own from what is on their cloud service.Our youngest keeps trying to play locked songs and then gets bounced to sign up prompts and then gets frustrated by the menu, so it really requires adults to be around to do the driving.Also all avatars, extra songs, at work, etc need to be unlocked by playing. This by itself its not bad, except, the way it is implemented here. When you complete a dance, you are given xp and coins. The xp levels up your dance card and the coins are used to unlock avatars, alternate songs, et al. The coins then are fed into a machine (100 for each attempt) and then you get a random item and each has a chance to be an avatar, alt song, etc. It would be far better to be able to ""buy"" what you want but that does not happen here.If you can get past that, the kids to enjoy the few songs they can dance too and the kids mode is ok. It just doesnt track progress.My older kid is bored already.",7
2834,3157,3158,1,"Seriously, get the translation of Seiken Densetsu 3 instead. It was prettier and had eight times the story than this one - six characters with intertwining plots and unique dialogue between all members. The Chrono series did it better, too.Like all the critical reviews said, this game is boring. They did every cliche except the managed to do it worse for every single character.I feel insulted by Square Enix. Dressing up garbage in a pretty package and fan loyalty doesnÂ’t make you a smart developer, it makes you a traitor. Their stuff just keeps getting worse and worse. DonÂ’t touch this trash if you want story, intriguing gameplay, or remotely likeable characters.",7
2835,3158,3159,1,"Update: Stuck 5 days in hospital so I thought I would give this another chance. OMG, it gets worse. I really wouldn't suggest it to anybody but the newest to the genre.I was so excited about this title when I first heard of it, though I was worried the multiple story lines where going to be a hassle from the start, but I was open to the idea.My gamble did not pay off. The stories are very basic, too basic if you ask me. I think it's due to the amount of them, you never get pulled into the ""story"" since there's too many!The game starts off fine, one story line, you get to the point where you have to leave the first town and then go to the next, where you pick up the next party member. This means you have to go through their ""having to leave the town"" story line, and then it just repeats. It gets to a point where you just want to (or do) skip the whole story to get to the boss encounter and get it over with.Traveling between towns is very pretty, but very short, which means you only get 10 minutes rest between another mediocre story line.I really lost interest very quickly, I would not recommend it. Maybe just borrow a friends copy for a day and that should be good enough.",7
2836,3159,3160,1,"This game is so over praised. The stories are so generic and dull, I coulnÂ’t believe it. Them traveling together is so awkward and inorganic, their stories donÂ’t link. Played Primrose first and was shocked at how generic her revenge story is... and this is the best story ( as per everyones words ) ?? It only got worse as I gathered the other generic characters and their stories. I guess this is impressive to the younger crowd thatÂ’s not use to playing older games and the wow factor of the 8 bit graphics took such a blinding hold on people. Or people that have never consumed other media. On a side note indie games can better fulfill that need you guys. Battle system is okay but battles can be so long for literally no reason ( ah this game is trying to trick you into thinking it has substance ). I guess I would recommend it if you want a time waster but itÂ’s beyond me the praise this game is getting. I canÂ’t see it being talked about in years to come, itÂ’s nothing special.",7
2837,3160,3161,0,"Just received my case of Octopath Traveler, yeah case. Opened it up excited to pop it in the switch and no damn game. WTF. So ZERO stars right off the bat. Do not know about game play as I only have the case. Now for the case. The art work is nice. There are no booklets or papers (game either) in the case.Hope you have better luck if you order..",7
2838,3161,3162,0,"This game is beyond mediocre. Every class only has a handful of skills, and you just mix and match with the next class. Stories are terrible! For all eight characters! It's not because each of their story aren't interconnected, but mostly they are just all really lame story. The game was really repetitive and lack of depth. I get that everyone trying to send a message that we all still want JRPG, but come on! This game isn't up to any JRPG game's standard. I am upset that I jumped into the hype and wasted 50 hours in this game at the original price.",7
2839,3162,3163,0,"Sekiro Shadows Die Twice is a beautiful game, with the hint of a pretty cool story that is all but marginalized by ridiculously difficult and repetitive boss fights. It's BORING, there I said it. I apologize to all the five star reviewers of this game because hats off to you; you guys have the time and patience for a game with very little payoff. OR substance just doesn't matter to you... I finally gave up after fighting consecutive guardian ape fights only to have to face that headless jerk again with his wife lol. The whole time I'm thinking to myself when is this going to get fun? When am I going to feel that feeling of awe and accomplishment after a tremendous battle. Or better yet that feeling from a really cool dungeon crawl. Sekiro is just a relentless grind that doesn't go anywhere imo.I love FROM software games. I've played the King's Field games, Shadow Tower, Kuon, Demon's Souls, DS I, II, III, BloodBorne... They were flipping brutal too, However, one glaring difference is the payoff in those games. In each of those franchises the story is immersive, character development was not an after thought, and just the sheer excitement of leveling up finding loot that adds to the character and further entices you into the story and the bizarre, esoteric lore of the game is just reward for the punishing game play. Sekiro, however is just lazy to me. Its just designed to be a ball buster for the sake of it.Okay that doesn't make it a bad game, just different I suppose. But I don't like it. I don't play games as a competitive sport, trying to get some damn ball in a hole or a goal, or whatever. Its just mindless, and If that's the way things are going to be under the Activision umbrella, then that is truly sad.So, I'm really sorry FROM software. Sekiro was a total miss for me. I still love you guys though!",7
2840,3163,3164,0,"I've played hundreds of hours of Demon's Souls, Dark Souls 1-3 and Bloodborne, but I couldn't put more than 20 on Sekiro. This game just frustrates me and is not very enjoyable. The difficulty is just too much, and exploring isn't rewarding. The lack of leveling or weapon customizations takes a lot of the fun out of it. I could go on but overall I'm just really dissapointed I didn't like this game.",7
2841,3164,3165,1,"So where to start. This game is hard to impossible to get through even the first level. I would not recommend this game to anyone. I have never seen a game without selectable difficulty levels. There is just one difficulty, ""impossible"". Graphics are decent sound is ok gameplay is horrible R1 to attack, L1 to block. Thats it. No combo moves, no sneaking past to level up. Not open world as advertised. Or if it is, I could not make it past the first 8 goons to open anything up. A real waste of 60 bucks. Only hope now is if the From Software realizes the game is unplayable and will create a patch that eases the difficulty.",7
2842,3165,3166,0,"There are no options for difficulty levels and you just die over and over. I get it, I suck, but I don't play games that are this difficult as i just want to enjoy the experience. It takes the fun out of it for me which is why I don't play the dark souls games. If I had known it is similar in difficulty I would not have purchased this game, now it's just an expensive coaster.",7
2843,3167,3168,0,Great game but I've spent more time watching the loading screen than anything. I bought this for playing online with friends and after spending roughly 8 hours trying to play I think I got a total of 2 hours of gameplay. I'd rather just not play this then put up with the stress and frustration of trying to play with friends only to have 10-30 minutes of loading screens.,7
2844,3168,3169,1,"I very rarely have a problem with a purchase I've made on Amazon but I ordered this game (take 2 interactive) and an xbox live card (from a different seller) and BOTH were defective! The xbox won't even attempt to read the disc most of the time and when it does, I get the ""Your disc is dirty or damaged"" message. The disc is and was brand new and it just won't work on my console. I just tried it on a friends old and ugly original xbox one and it worked fine. I wouldn't recommend buying this for a newer console.",7
2845,3170,3171,1,"In a pretend world they sure pander to the already deranged. the Â“realÂ” world of vulgarity and unnecessary racist stereotypes and language in a PRETNED WORLD which could be a LITTLE different than the real world. I do not get it. Why would you create a parallel fake city based on some west coast crap-hole when you could set a NEW standard? The N word is offensive and you cannot even PLAY the game in a house of people because THEY get offended. Buy headphones, sit in your room and continue to contribute to the everyday stereotype negative for A GAME that is suppose to give you enjoyment and pleasure and fun AWAY from the real world!! Thought the premise of a game was to make you forget your problems for a little while, like a movie or playing an instrument. LOSER GAME!! People do not even get the indoctrination or the pandering. More parents need to buy this for their 13 year olds!! DO NOT BUY THIS GAME!",7
2846,3171,3172,0,"Did not work. Literally nearly damaged my xbox trying to take this disc out. Tried cleaning, resetting my xbox, and trying other discs to make sure drive is not error. I have not even had this for 30 minutes and will already have to use MY MONEY to buy a an envelope and drive to a ups location to return this item. Unacceptable.",7
2847,3172,3173,0,"I purchased Persona 5 as an early Christmas present; 50+ game hours later, the one gifted it still cannot access the game's online add-ons. After an hour of troubleshooting -- reinstalling the game, restoring the profile's licenses, etc. -- I've discovered the copy of Persona 5 is in PAL format, playing on an NTSC profile/system. No matter the option -- refunding Persona 5/buying an NTSC copy of the game, creating a false PAL PS4 Persona 5-only profile, etc. -- the nephew is stuck having to begin a new game to see any in-game add-ons. So, instead, he's opted to keep the game, playing without the added online features, and I've decided to write my first Amazon review. Merry Christmas.",7
2848,3173,3174,0,"Very few games make me angry enough to write a review right after ""clearing"" the story mode, and this one is definite at the top of that list.Let me explain: the game itself is amazingly designed, although a pretty linear type of RPG. You can read any review on what makes this a good game and those reviews are probably spot on. Here's why I'm giving it a 1-star, though.For a game that lets you make choices, there are a few important places where the choices are so limited that you have to make a choice that you'd never make in real life, or given more options.But even worse, at some point, giving the answer that you might think is the right one (the honest answer) will get your game to come to an abrupt end. A complete game over. Meaning, you'll have to go back, and figure out which answer the developers want you to give. In short, you don't get to give the answers that YOU would want to give.Updated:after going back and changing my answers to (unnamed character), the story moves forward, and they spend a good 10-15 minutes in cut scenes explaining what happened and why it makes sense. Perhaps they'll explain some of the loop holes they've introduced in this turn of events, at a later point...",7
2849,3174,3175,1,"Ok so went into this game never playing any of the previous Persona's games (thank goodness) with high hopes of playing a great RPG, what I ended up with was frisbee I destroyed w/extreme hate, lol. So started off playing thinking ""weird but will see"" and after few hours in I was getting very annoyed on how you almost had no options to do anything but read annoying teenager dialog and asinine comments, entire days wasted for doing a single chore like laundry or eating. Then finally you can explore a palace, which was the only thing I found somewhat entertaining. But those little experiences are so far apart between mundane task to mundane task like daily reading, shopping of kissing up to other people or going to bathhouse or making coffee or curry and that list goes on. This was more like a SIMS game than RPG. I found myself hating the characters, being so pissed off by the annoying conversations, but my OCD need to finish made me keep going. Finally after putting up with the massive headaches from all the bright fast colors worthy of causing epileptic fits on anyone and reasons mentioned above I quit playing and currently deciding to either sell or burn. I am a collector, I have never gotten rid of any game, still have all my Nintendo, SNES, gamecube, ps1/2/3/4 Xbox wii/u/switch, handhelds, pc, etc and this is the first to piss me off to get rid of. Sorry for rant and my TLDR summary is this thing SUCKED. I would suggest rent or borrow to see if you can stomach b4 buying.",7
2850,3175,3176,2,"This is really a movie, not a game. You barely play anything. You just keep hitting a button to see the next line, run around a little (and it's a little klunky) and do a few turn based fights. I never liked JRPG, but there are so many positive reviews from people here to gaming magazines, so I thought maybe they changed. Nope. All these people must have been paid off or drank the same Kool-aid, because this is as boring as can be. As another reviewer (who must also have free will) has said, there is almost nothing to do in this game. It all plays out on the screen and once in a while you get to make a choice in an answer, which probably makes no difference anyway.Fool me once, shame on you, fool me twice, shame on me. I blame myself for trying another JRPG game, which really is not a game at all, just like all the others. Yawn.",7
2851,3176,3177,0,"There are a lot of ways in which this game is less enjoyable than previous installments in the franchise, but the main one for me (the one that ended the game for me) involves one of your team members being molested by another team member as a gag. Essentially, the girl is coerced into being put into an extremely uncomfortable situation and stripping for a creepy artist, the playable character cannot object, and the creepy artist later is welcomed into the group. I felt betrayed by the series (you should never ask a person to go into a situation where they're going to be sexualized against their will, especially if it's dangerous, even if you think you can ""rescue"" them before anything bad happens). I haven't been able to pick it up since.",7
2852,3177,3178,2,"Bought this game off a whim, and it's definitely not amazing. The combat is very satisfying, but the story is mediocre at best which is to be expected of a warrior game I suppose...Main story took about 10ish hours to complete and finish, but there are still multitudes of history modes that are available to complete as well. Replayability in this game is limited to grinding materials to finish building your favorite heroes or to complete history maps in order to get more master seals in order to promote your heroes. I definitely didn't hate this game but at the same time, this game didn't amaze me either, especially with the hefty $59.99 price tag. I would say spend your money elsewhere if you're not already a large fan of the warrior franchise since this game definitely does NOT play like a regular Fire Emblem game (not that I came in expecting it to, but still)...I think this game might be worth it at 29.99 or so, but definitely not at 59.99.",7
2853,3178,3179,0,"Fire Emblem ""Warriors"" is not like the other Fire Emblem games in the series, in that it is not a strategy game but a ""hack and slash"" style game. I knew that getting the game, however what I didn't realize was that this game, although made specifically for the ""NEW"" 3DS system does not support 3D. I found that extremely disappointing as I love the 3D aspect of the ""3DS"" and is why I purchased a 3DS over a 2DS.The game itself seems pretty good to me, yet wasn't one I was able to get into. The exploration of the various rooms just didn't seem that interesting to me. I am comparing this to other hack n' slash styled games and I feel there are many that are much better and more interesting.",7
2854,3179,3180,0,"A bit disappointing.Let me start out by saying that I like musou games, those games that are similar to Dynasty Warriors. I've played a lot of them over the years. This one isn't one of the better ones.The way it imports mechanics from the Fire Emblem series is interesting, but it's ruined by the bizarre imbalanced roster. Instead of taking a wide variety of characters from across the whole series, it takes a large number from the most recent games, and a few from older ones. This wouldn't be too bad, but they also focused almost exclusively on sword-wielding characters. With the weapon triangle fully in effect, it's a bit of a problem.There's another, bigger problem. You bring a large number of characters into each battle with you, and you can command them to move to different parts of the battlefield and attack. In most games of this type, your allies are automatically appropriately strong for the level you're in. But in this game, you have to manage all your allies, since they're all playable, except a few pure NPCs depending on the mission type. But the characters you're not actively controlling are just not very good at fighting. They will fall behind in levels fast, and stay there as they won't be able to defeat enemy officers. Unless you want to methodically go through and level every character individually, grinding appropriate maps along the way, it's a disaster.The game has great production values, and a good amount of content with history mode, but the core gameplay has too many problems. I'd say to wait for Hyrule Warriors if you want a musou on the switch.",7
2855,3180,3181,1,"Was extremely disappointed with this game. Every level felt the same, smash the same two buttons until the enemy dies. The AI was really bad, found both the enemy and your allies standing around doing nothing. Story wasn't great but entertaining at the very least.Sadly I don't have much good to say about this game. I don't understand the other 5 star reviews. Comparing this to other games that deserve 5 star makes this feel like a phone game.Would not recommend.",7
2856,3181,3182,1,"I just wasted money on this game, which I am sure they were planning on catching those people who are huge Fire Emblem fans and will buy their games loyally. This is a real time action RPG, NOT a tactical turn based grid game. I can't play games like this, so I got about 15 seconds of playing time before realizing I had been duped. :( Don't make the same mistake I made, or give this as a gift to someone who likes Fire Emblem Games.",7
2857,3182,3183,1,"I downloaded this on Xbox One on day of release and I was super excited but well where do we start added a bunch of bullsh*t like the clothing and crap, the game is bugged to hell, first my racing wheel the Logitech G920 felt weird so I tried changing the settings tried others settings and it just felt wrong and fake, then after the updates 50% of the turning didn't even work it didn't turn until you got 50% of the way around and I thought it was the wheel so I went to Forza Horizon 3 and It worked like a dream, also the map is lame and the airport is terrible and to small, Its basically Forza Horizon 3 but a different map that sucks some more cars and a bunch of bugs and glitches that the developers are to lazy to fix, the Campaign is boring and stupid, the game entirety is boring, its the only Forza Horizon game that I got so bored of I stopped playing and regretted buying, so I recommend you get Forza Horizon 3 any day, Id rather Forza Horizon 2 even!",7
2858,3183,3184,0,Just bought the game (physical copy) trying to play it on my xbox one x and it keeps kicking me out of the game once i try to get passed the initial setup. I have tried restarting the console uninstalling and reinstalling the game nothing seems to make a difference. Poor quality when a game is shipped broken. Other than this i love the forza franchise.,7
2859,3184,3185,0,"Single player is the only solid state of this game and even then that gets old quick.Online is totally broken and interface is very unintuitive. Forza Horizon 1 had a better interface than this. I just got done with an online game of Capture the Flag, by far the worse gaming experience IÂ’ve had in a long time. The defending team can literally sit on where you have to pick up a flag to make it impossible to even grab a flag to play. How did the development team not realize that was a major oversight??Also the fact that Forza Horizon 1 had custom public lobbies and now FH4 does not is literally taking a step backwards. It makes no sense to get rid of a perfect function of the game. ItÂ’s frustrating if you want to only play a game of say infection you now have to sit in a typical server and rotate through 4 game modes to play the single game mode you want. I simply donÂ’t understand the reason behind this... I intantly hopped back on RDR2 and shall remain on RDR2 for quite some time.",7
2860,3185,3186,1,This game sucks. Extremely hard even at rookie setting. IÂ’m no hardcore gamer but this is ridiculous. Menus are confusing and too intricate. Hard to earn money to unlock the cars you want. ItÂ’s so hard to keep control of your car. ItÂ’s almost impossible to keep the tail end of your car from sliding out from under you and losing control.,7
2861,3186,3187,0,"I was very exited for this game but after 10 minuets I was already running into problems. The game will randomly crash or drop to one frame per second, and if you accidentally press the B button at the end of a horizon story challenge it will make you start the whole 15-20 min challenge over again and wont save. The game itself is good but all of the glitches and game-breaking bugs make it unplayable.",7
2862,3187,3188,1,"So.. when I bought the game.. the CD looked clean and no scratch at ALL. I was excited because I would be playing Mario kart! So when it came course I put the disc etc and it wonÂ’t read through my wii and it says error.. many people have gotten lucky but of course for me I didnÂ’t get so lucky so I donÂ’t know people if you guys want to purchase this game, thatÂ’s on you and your money but for me mines was a waste of my money.",7
