id,label,description
2886,1,Have to return it. The alignment was off and the metal is not reliable. It's better for a teen or child. I can easily bend the support with my hand and it's light and flimsy. I don't return products even if they suck so this is my first time. My bf put it together and it's like they drilled the holes in the wrong place. The packaging was neat and assembly wasn't too bad. But I ignored the reviews and bought. I'm not a picky shopper but this was no good. I bought the 8 in mattress to go with but I haven't sat on it. A plus is that it arrived really fast. Beware when purchasing.
2887,1,"Assembly not very easy, screws didn't fit right & ended up w/ several sticking out (not sure if you can tell in pic; I ended up getting rid of it when I moved cause it wasn't even worth the hassle...). Mattress I got was too heavy for it so once I laid it flat it was impossible to put in the sitting position w/o removing mattress (ridiculous). Oh I forgot to mention it actually FLIPPED when two people tried to sit on it *I weigh 102 lbs., the other person weighed 160 lbs.* Worst frame I've ever owned.PROS: CheapCONS: You get what you pay for...Screws didn't fitMetal came already scratched in placesVERY unsturdy/unstableOverall – junk."
2888,3,"The hinge is incredibly small and cannot support more than 350lbs. I know this for a fact because it broke while I was sitting on it. The screw closest to the middle got pulled through the metal tube so all the weight is now on the outside screw. Having the screws be no more than 6"" from each other is a recipe for disaster and I have no idea why the company thought that was a good idea. The frame also does not come with washers so I would strongly suggest you get some before using this frame. It also sits incredibly low to the ground, so if you're tall it can be a little difficult to get out of; but that's more of a personal opinion take on it."
2889,2,"Bought this frame to go with the futon mattress I bought from DHP. Unfortunately, the mattress doesn’t bend easily so in order to turn the futon into a sofa from the bed mode, you have to stick your foot under the moving part to hold the frame down so you can force it to bend. It worked, but I lost a toe nail in the process.If you’re in the market for a futon, I’d recommend spending 200$+ on a set that comes complete instead of from this company.Sorry DHP, you lost a customer today."
2890,3,"These have been the worst things I have ever boughten at Amazon. I bought these in May 2018. And 2 months later these front wires that are to be holding my futon mattress brake and they broke completely, I can’t even screw them back on because it messed up the metal completely. And then 3 months after that now one of the frames won’t close because the mechanic that folds the frame twisted and broke. Now I’m calling my warranty and they can’t do anything. They don’t even reply to any emails (3 that I have sent.) this is so frustrating."
2891,3,Hardly good enough even for my toddler’s room. I have a baby blanket on it so i don’t have to feel the fabric which is grainy/scratchy. It is also very thin fabric too. My cat stretched on it and it already got holes.
2892,1,"If I could buy this product again, would I? No. There's a blue couch sleeper from ikea that is like 150 bucks or so. I bought that couch and removed the legs from it and was hoping this chair would be the same thing. In reality, it's really short and uncomfortable to sit on for long periods of time. Def buy something else. Easy to transport up a flight of stairs though."
2893,1,"Not comfortable at all. The back of the sofa does not lie flat when in bed form, but is higher than the rest of the mattress. Could not sleep on it, and it was too big to ship back. I would avoid this, unless you are very short or like beds with built in head rests."
2894,1,"Smaller than described. The chair is 6"" thick and very cushy. However, the top cushion (back of chair) does not lie flat when you open it up. I read other reviews about this, but was lead to believe that you could still lie on the main part as long as you were under 5' 10"". I am only 5' 5"" and my feet hang off the ends when my head is all the way to the base of the top cushion, unless my neck is wrenched upward on the cushion. Since I prefer to not have my head in that upright position, it does not work as intended. My daughter who is only 5' 2"" fits on it perfectly. I would not recommend this product for adults, as it will not accommodate most."
2895,3,"Comfy and roomy as a chair (would make a great chair to curl up and read in). Easy to unfold into a bed and refold. Light enough to move from room to room. Bed is wide enough for a curvy adult and long enough for an average height adult. (Guest was 5'6""). Color goes well with most decor."
2896,2,"It's years later, and I still hate it. The matress is far too big for the frame that it was supposed to fit. It is inflexible and so I thinkk I would have to put bags of cement on it to make it conform to the futon. It's so big that the back of the matress is about three feet above the futon frame. It is comfortable to sleep on when the frrame is flat out. I bought to futon is serve as a couch, but it is definelty not that. It's a bed. Don't buy it unless you want a bed only. This is what I wrote when I first got it: My mattress arrived today. It is beige and not green. I stretched out on it and it's like bags of cement. It's too big and heavy to send back. I will keep it. Annoyed that it is not green. The beige color is an ugly shade. I hope that as it gets uncompressed it won't feel like bags of cement. I'll edit the review if it gets more comfortable. The mattress is still pretty hard and sort of comfortable. I can hardly believe how ugly that shade of beige is. Also, the packaging was in tatters when the mattress arrived. I am glad the mattress didn't fall out of the box. I've had this thing for a few months and it's still hard and uncomfortable. You need a three-inch mattress pad because of the size and depth of the buttons. The color remains ugly. I can't believe that any company would send this big heavy thing in the wrong color. They must know that few customers would have the heart or the physical strength to return it. A bummer. I keep it in the basement so no one can see the ugly color. I'm glad it's not human. Its feelings would be hurt."
2897,3,"This is not new, it is stained and dirty!! First of all it took 6 days to ship though I chose 2nd day, then I requested a cancellation several times and was ignored, they tried to charge my card twice, then when UPS did not pick it up to return, I decided to keep it and opened it to find STAINS. See the picture, this has gross circle oil stains. DID YOU SELL ME A USED MATTRESS? I am very upset I want this thing picked up and I want a refund that is disgusting how is it stained inside the plastic?"
2898,3,"My understanding, from the description, is that it would be 12"" of memory foam with a cotton twill cover. It's hard and a rock. I've slept on memory foam before and it was much softer, which is what prompted me to get this. In addition, it's too thick to sit up properly when I prop up the bed into a couch. It starts a gradual slide off the frame. All in all, very disappointing."
2899,1,"From the start I've had nothing but problems with this mattress!!!The way it was folded - Yes, Folded and not Rolled, it must have gotten really hot along the way, cause some of the memory foam Melted at the folds where the rope was, and so have had a huge lump in the middle of the mattress. I opened the mattress cover and found that the memory foam had melted into hard plastic, so I know this to be true. The mattress - after spending the money on it that I did, is soon to be tossed!!! Be-Ware!!!-If I could give it Zero stars, I would!"
2900,3,"It works well, but its so annoying. If you know what youre getting into with a cotton futon mattress, then by all means buy it but it weighs alot, i needed a cover anyways cause the stock one ripped from the weight. Size is not definite so it never fits on the frame, and it mushes in wherever i sit or sleep."
2901,3,"I can feel the wooden slats on my behind. It was happening first day. Previous futons have not had this issue and I should have spent more time and money.Two weeks in. Napped successfully in seating position. Seating is totally compressed (and I am 6'1"" at 147#.) Skinny. As soon as the new one arrives this will be discarded. Downgraded to one star from two."
2902,1,A separation down the middle happenes very quickly. It flattens the material very quickly and become really uncomfortable to sit or lay on. This didn't even last a month for me. I am not impressed with the product and don't wish anyone else the disatisfaction I I having.
2903,3,"At first I was happy with this mattress, and it is fairly comfortable. When it ripped right down the zipper about a month into use however, my feelings changed. If you're going to buy this, spend the extra money on 3 year protection and then get ready to figure out how to get it replaced within a couple months."
2904,1,"I got the mattress rolled up. I unrolled it, put in on the mattress frame, and waited for it to inflate. It never did. This mattress is about the same as a 4"" topper, but less comfortable. It had no firmness at all, and when I laid down in it, I felt every slat in the frame. Now I have to return it, and I don't have an easy way to roll it up, or get it to the UPS store.AVOID THIS RIP OFF!!!"
2905,3,"Zipper has fallen apart after about 1 year, and the innards exposed, which are mostly recycled cotton batting (not ""memory foam"", although there might be some foam in there somewhere, I honestly didn't look very close). Very thick, and won't ""fold"" so that we can convert futon to a couch. Cover is too small after washing (not ""stretchy"")."
2906,3,"Looks nice, but not durable. It's basically two futon chairs connected, but the attachment that connects the two not made right. It has one bar of flat iron with one screw on each side. It does not last long. When we moved the futon it was hard to keep the two pieces together. Cheep wood got eroded can't screw it back. We only got 3 months of use out of it."
2907,2,A number of things were wrong except the product. The product was beautiful and tangible and cheap for what it was. what wasn't cool was UPS leaving at the bottom of my stairs of my apartment building. for me to Move up the stairs myself. then Amazon wanted me to negotiate the terms of the delivery with my local UPS while still charging me shipping. that's enough for me to be out on every order that I ever made and ever would make.
2908,3,"So I've had this for a few weeks, and don't get me wrong the packaging was great, the comfort level is a 5 out of 10. But this thing gives me a lot of itchy/ irritant things to my skin. I can't sit or sleep on it without itching. I think it has something to do with the material or chemicals on this material. Anywho this is garbage. I'm a pretty clean person, also a neat freak so I think this should be inspected before selling."
2909,3,Luckily I only sit on the thing for rare occasions as I don't think it would hold up and you can only sit two people...the person in the middle with 3 gets a rock hard support crossmember to sit on. its also too small to sleep on if you are over 5 foot 8. Lastly the construction will not hold up to kids or dogs playing...its very flimsy. I'd return it if it wasn't so big. Junk.
2910,3,Bought this from the marketplace. Seller contacted me after completing the purchase they would be back ordered for at least 2-3 months which I didn’t like but agreed to. Soon afterwards I began to receive daily emails telling me my order would not be fulfilled. Eventually I called and learned the vendor cancelled and failed to fulfil the order. The price had drastically increased recently so I suspect it was due to this but I’m very hesitant now to ever trust any items from a marketplace seller moving forward due to this awful experience.
2911,3,"Finally in our new home, so we were excited to set up the futon. Unfortunately it would be better suited for children under the age of 10. My 17 year old son is almost 6 feet tall and his legs dangle over it. It would be very nice if it were adult size. * barely 6 months later and it completely fell apart. Horrible purcase and a huge waste of money for a single mom on a buget. Too bad since the majority of the thing that I purchased on Amazon have been awesome. Oh well."
2912,1,"Too hard, not tall enough to sit comfortably as a couch or chair. Too short to lie down on. The photo should show this thing in a room setting. It is more like seating for an Asian restaurant. I goof sometimes. Now I lost storage underneath and it's too short for my inflatable mattress. My military cot is more sofa size. This is not sofa size even for someone who is not very big. Back aches, legs ache, HEIGHT for average female is mid-calf length. That is ridiculous. Do NOT buy furniture unless it is pictured in a room and pay attention to measurements. This is only for a child cuz it's too small for even a teenager and forget teenage boys. They'd hang off the end. TOO SMALL for Twin Size Bedding. So, I need to buy child size bedding? I'm sliding off of this right now while on my laptop. My legs are sliding down to the floor. Sliding off. This product should cost half this amount. Its half a couch/bed."
2913,1,"This was purchased for my ""she shed."" My ass hurts when sitting on it, u feel every thing inside the""cushions."" I've already had to re.staple the bottom fabric back on the futon. Wouldn't recommended for sitting more than 15-30 mins at a time. I wouldn't recommend lying down on it unless u have a lot of blankets on the bottom."
2914,3,"This is the worst couch (futon) I have ever sat on.I had 2 back surgeries over 5 years ago, for a pinched sciatic nerve. The second surgery was successful. I have been diligent in physical rehab; as well as cautious in my posture, and sleeping and sitting furniture. I am just furnishing my home on a budget. I planned on using this futon as both a couch and a place for overnight guests to sleep. I unboxed it and, it is pretty and easily put together. I sat on it overall...probably 3 hours. It was uncomfortable, but I thought maybe it just took some getting used to. I woke up the next day with horrible nerve pain shooting through my leg. It has been 2 days now and I am still in bed; in pain. Worst purchase I've ever made. I tried contacting the company who made this for a refund or return. No reply after 3 days. I am kinda aggravated at the slow response."
2915,3,Terrible! Arrived with the back broken and not able to stay up so not able to use as a couch (which is why we bought it). The company was nice and allowed us to return it however the box had arrived torn and and it didn't last through trying to open it so we had no way of shipping it back. So we are stuck with a flat futon that we have no use for. It was at least pretty looking (in color and design). I wish it would have worked!
2916,3,"I had somewhat low expectations and figured things couldn't be that bad, and based the pictures of the cushions shown in both the product description and customer reviews, I figured I'd end up with something that was at least acceptable. Unfortunately, that just wasn't the case. For starters, I ordered one color but received another. I wouldn't have even minded the color discrepancy if this were an acceptable product--but it just isn't, not even close. The cushions are half as full/filled than the mattresses shown in the pictures. I know it says it may take a few days to decompress, but I just don't see that happening based on the material--it's a horribly thin blend that will never puff up and actually support your bum or back. After several hours and shaking things out, the specified thickness of the cushion/mattress is nowhere near 5""-6"" -it's more like 3"" when undisturbed (Pictures 1 & 3), and instantly flattened into 1"" if actually put any weight/pressure on it (Picture 2). If you actually try and lean back, the pillows go right through the frame (Pic 4), and the corner--the best spot--is completely without support or closure since the two ends don't meet and there's a couple inches gap that just doesn't support anything based on the thinness of the cushion (Pic 5). It's like tossing a weighted blanked over a raw wood/metal bed frame and calling it a futon. Honestly, as soon as I looked at this thing and sat down on it, I started laughing like Steve Allen's laughing fit (google/youtube it) because I couldn't believe how bad it was. Lol. The fact that I purchased the protection plan for this garbage made me laugh even more as I slowly realized this is the most regrettable purchase I have ever made on Amazon for $300. I instantly knew I'd never get comfortable with this mistake and it's going to be such a hassle to return even with the seller's cooperation because now there's this...thing...in my apartment...that I'm not sure what to do with."
2917,1,This futon is not worth the money. Stay away from this one.Bought this to replace the small couch in my RV. It turned out to be pretty much a piece of junk. The mattress is so thin you can feel the boards when you sit on it. It is so low you feel like you are sitting on the floor. The back pillows were very difficult to get into the small covers they sent with them.Tried to return it to the dealer but was just outside the 30 day return window so it will go to the Salvation Army. Bought a great futon to replace it from Walmart for $119. Expensive lesson learned.
2918,3,"I have to wonder who these people are who say this thing is ""comfy""!! It is the most UNCOMFORTABLE piece of junk I have ever wasted $300 on. The ""mattress"" is so thin you can feel the wood slats right through it. It is HARD and impossible to even sit on, much less sleep on with any reasonable semblance of comfort. The picture is very deceptive and makes it look very cushy and comfortable - but it surely is not. It was also difficult to put together since the holes don't line up. It would be impossible for me to disassemble and repack this thing for shipping since I have no one to help me, otherwise I would send it back in a minute (the mattress is extraordinarily heavy). I suppose that is what the seller counts on. I cannot imagine why anyone would want this awful thing unless you want to be sure your visiting relatives will not stay for more than one night - or they may not stay at all if they sit on it first. (I suppose in that case it is worth its weight in gold.) I have shopped with Amazon for years and I have never been disappointed, so this is a first for me. Hardly ""Best Futon Lounger."" I have a few suggestions for a new description title ...."
2919,3,"The frame is decent but the pillows and main cushion are very poor quality. The description states 80% blended cotton and 20% polyester fill, they mean cut up bits of a 1"" memory foam topper sandwiched between two layers of recycled cotton (picture attached). The cushions it came with a flimsy, and if you lean back on them, you feel the bar digging into your back. I actually had to spend an additional $75 to get a 5.5"" memory foam twin xl mattress to replace the garbage mattress this came with, and also had to purchase a memory topper to create new cushions that actually supported my back in addition to the ones included. This is a $150 couch not worth the $349."
2920,1,"I'm always intrigued how manufacturers will modify their images so their product looks better than it really is. The futon mattress is less than HALF the thickness shown. If you like the feel of hard boards under your butt, then buy this lounger. Plus, if it were any lower, it would be below ground. Recommending you not look at the pretty 5 stars and get real: don't buy this product. Ridiculous."
2921,1,This is very cheaply made its way to small when layed down maybe a 5 year old could sleep on it.. it's very uncomfortable. We've had it for 4 days and the legs have already broke off. We have contacted them to return it but we were told we have to pay to have it shiped back and pay a 50% restocking fee. Im truly disappointed strongly do not recommend this product.
2922,3,"The sofa looks ok. If you have a little flexibility, pay more to ensure quality. Got mine already damaged when it shipped - there was already a tear. My sofa doesn’t even stand because they sent me these without the front legs and was asked to go to a hardware store and find the missing parts on my own. It would have been an ‘acceptable’ sofa, might look good for a year or so. A little too low and the armrests are a bit weird. I can’t comment on the comfort when sitting or laying on it since it’s not really set up yet to be sat on (without the legs in the package). Texture feels a little uncomfortable and might need the help of a throw or a rug to make it feel more cozy."
2923,3,"When I received this sofa one of the wholes where a leg was suppose to we screwed on was broken and defective. Since I didn't want to have the bother of returning a whole sofa I took it upon myself to glue the leg back into the sofa. Everything was fine up until today I sat on the sofa and it collapsed because a different leg of the sofa had busted out. I'm not a very heavy person, I weigh 135lbs so this should not have happened. The sofa came defective but now its completely useless. I've had it less than 6 month and im terribly disappointed with the quality."
2924,3,"Made cheaply, following manufacturer instructions, the brackets that convert the couch to a bed have broke.Reading the other reviews, it would be more of a pain to repackage and send back and pay a restocking fee. Instead I will engineer something myself to make this futon work. You do get what you pay for, unfortunately."
2925,3,I bought it and thought it would be good addition to my room. Nope. The back leg broke off the second I sat on that side. When the futon is in the upright position and the cup holder is down it sqeezes you. In the bed position it is the size of a twin bed. The back rest goes lower than the seat section so it is uncomfortable. Sitting on it normal it feels fine. But when I try to change it into a bed or vise verse it feels like a can break if I push or pull too hard. All I can say is you get what you pay for.
2926,3,"When I bought this I saw words like Japanese,futon and most importantly eco and didn’t give a second thought that this could an unsafe product. My roommate developed a skin condition when I let her borrow it and she dug into their ani bacterial and anti mite compound. On the public open database pubchem, she found this under the main ingredient -...IT ACTS AS STRONG SKIN, EYE & UPPER RESP TRACT IRRITANT.I would like to return it but I’m outside the return windo so 140.00 down the toilet."
2927,3,Ordered 2 for when friends come over and have a place to sleep. I had high expectations based off of the pictures and reviews but I was sadly mistaken. I payed the mattress on padded carpet and laying on it feels no different than sleeping on the carpet itself. I even layered 2 on top of each other and you can instantly feel your back and pelvis hit the floor. Literally 0 support. Perfect for giving your guests back pain.
2928,3,"Even after a day or two of airing out this shiki was barely 2 inches. Closer to a mattress topper/pad, and for the price you can do so much better. Instant return.Good to note ""full"" size is not American standard. This was at least 10in longer then a traditional US full size bed."
2929,2,"I had high expectations for this futon bed. I previously had the D&D brand futon bed and it was perfect. I decided that I wanted to try a little more ""high end"" or ""higher quality"" futon bed. This futon bed is double the price of the D&D futon bed yet it was basically like sleeping on top of a pillow topper alone. It wasn't 3 inches maybe like 1.5-2 inches at the most. It wasn't comfortable at all. I decided to return it right away and purchase the D&D japanese futon again which I've purchased 3 times already. It's a shame, I was really excited about this one but I guess more expensive doesn't always mean better."
2930,3,"Its not the depth of this futon that's lacking, so much as the density. It arrived faster than expected, in a lighter and smaller box than expected. After unboxing it and letting it air out for a few days before first use, I was underwhelmed with its lack of support, or even presence.I said, ""Well maybe once the frame arrives, it will mature a little.""Time passes. The frame arrives. Time passes. I finally get it put together.""Wow. No this is entirely unsuitable.""My 12 year old walks in the room, ""Hey, can I try the new futon?"" (Sure, Buddy!)""This is really uncomfortable. Can I take the X-box upstairs and play on the floor?""I'm afraid this one has to go back.Would serve as a pillow topper nicely."
2931,1,Extremely disappointed. After putting this thing together the smell that came out of the couch is unbearable. It smells like it was dipped in fish oil. I’ve been trying to spray it with all different fabric spray is to mask the smell. It hasn’t been helping. Customer service if you’re listening something happened at your factory and somebody spilled a whole bunch of fish puke all over your stuff. Very very disappointed. Do not buy unless you want your room to smell like stale fish.
2932,3,"Coulda sworn I made a review already.Look, you're probably like me right now, reading the bad review to figure if it's something you can deal with...that the pros will outweigh the cons...My couch broke months ago and I just bought it in February. THERE WERE MISSING SCREWS IN THE PARTS PUT TOGETHER BY THE FACTORY. all it took was for somebody to use the arm of the couch to get up and it completely fell off.There are 4 screws to be had on each side of the arm brackets. One side had 4. The other had 1. ONE. 8 HOLES, 5 SCREWS. if you're gonna screw people over, at least separate the screws into an even division, dumb fcks. Barely anything was keeping the bracket onto the one side of the arm. That is not user error. That's a manufacturing error, so I expected to get some sympathy. Nope. It was pretty much ""too bad, the 30 day warranty ended"" or whatever bullshit they spewed.And if you notice, a good chunk of their bad reviews start RIGHT after I bought mine, of course. I woulda have never bought it. Please. There's gotta be a cheaper couch at Walmart u can get.Besides that, I really did love the couch at first. Perfect for our tiny apartment, my favorite color blue, wAsnt as low to the floor as everybody with the negative reviews said.As you'll see in the pictures, there's 4 puncture holes in one side of the couch and 1 on the other. That was supposed to be already put together by the manufacturer. Nothing to do with user malfunction. Probably better off super gluing it."
2933,1,"This couch is probably ok for decoration, but NOT for laying or sitting. Feels like an absolute brick when you sit on it. Which is bananas because it looks soooo comfortable.The design is interesting and I respect the engineers that came up with it.I returned this item and had to take it to the UPS store myself, they would not have someone pick it up. So yea I had it sticking out of the trunk of my Toyota Camry as I drove down the highway. Buy at own risk."
2934,3,"It looks beautiful and I was so happy about the purchase, until 2 months later when the furniture started fraying and the seller denied to fix it.I contacted Amazon, which told me I would get a refund as soon as I returned the futton. Today, I received an e-mail saying that the furniture was received and they would refund me partially. However, Amazon agreed to give me a full refund. I had to start a type of A to Z claim (for the second time) to ask for my full refund. I will update this review later when I get an answer.I knew that would be a small piece of furniture and not comfortable. But a piece of furniture is supposed to last more than 2 months."
2935,1,"Poor quality futon. It's extremely uncomfortable to sit or sleep on. I'm not a big guy, and I find it too small to even sit comfortably on. You need to sit upright the whole time, since there's no room to slouch a bit.Also if you change it into it's sleeping mode, there's a giant metal lump in the center that pokes out and makes it really uncomfortable to sleep on.I do not recommend buying this at all."
2936,2,"Material is fine, but I don't know how this is supposed to be a full size cover. It is way too big. Not even close. It just sags everywhere. I have an old one that fits like a glove that was made by Designs by Ling in Texas. I ordered another one of those. Lesson learned."
2937,3,"There are many color choices in the little swatches to the right, but we cannot see how they correspond to the color names. This might be alright for red or blue, but not for the several brown shades offered. one has to go by the name of the color, which is not specific enough. I bought this for a gift, and the recipient must return it because the color is way off. Also, although they put it on a full size mattress (not a thin typical futon mattress) it was large and wrinkly."
2938,3,"I am sure I would have loved this futon cover if the color of the product was the one on the label and on the product description. I ordered the sage but received a very dark olive one. Would try again, but it looks like a packaging error. I am afraid I would get another dark olive one again."
2939,3,"This futon cover fits very well and shipped very quickly, but there is no color on their color chart that corresponds to the cover that I received. I assumed the ""purple"" was the winey color on the bottom right, almost closer to burgundy than a true purple. What I received was an electric purple, very similar to the color of grape Kool-Aid. It's an awful color, very tough to match, and I would never have chosen it had it been clear what the color I was ordering actually looked like."
2940,3,"Really disappointed with this product - fabric feels like the cheap covering on an inflatable air mattress. The pattern appears darker in the photo, but unless you are super close it just looks gray. Pattern is also only on one side - so if you like to rotate your futon you will have to take the cover off to flip it. Hope Amazon will accept a return."
2941,3,"Jun 3rd.It's not bad. The couch aspect of it is a little uncomfortable once you set it right. But the bedding is amazing I sleep like a million bucks, so it's for the $45 dollars is pretty good until I can afford a futon couch for the time being, but we'll worth the money.4 out of 5.Aug 6thThe first few several weeks was okay...up until I had bad Phantom shoulder pains and barely could turn my head. Every time I get up it was a struggle, if felt like I was stabbed repeatedly and then snapped my neck while I was sleeping. Lucky for me, I solved that problem by adding more my two extra blankets as pillows. Now I got sciatica for two weeks... On top of that, the couch had started to deflate constantly just recently, now because I can't find the source of the leak and kept putting air in it and letting bit do it's thing, there is now a hole were I sit that popped open this morning. I only got 2 months of rest on it but knew I would eventually get something better, but not like this.1 out 5."
2942,3,"Its a great couch, but its not for extended use, my husband and I sink to one side if its just one of us. We like it, its very comfortable, and the roll-out option is great.Ok, so this is my edit. I normally do not change my reviews and this is probably only my second one where I am very unhappy. After having this for a little over a month, the middle peice is deflated, there is something wrong with the peice you put the air into because thats where the air is leaking from. We were happy up until this point and now I wish I would have read the reviews better because I wouldnt have bought this!"
2943,3,"This was delivered to me and when I got it, I instantly took it out of the box and aired it up. I made sure to be gentle with it because I camp a lot with air mattresses and how easily they can tear just dragging it or too much air inside. Well, after it was done filling up, I could literally hear air escaping through out the entire couch. Sat on it and defeated in 2 minutes. There were holes all over the thing right out of the box. Not sure what's up with that but I was so excited for it. Other than terrible manufacturing, it was awesome. Roomy and large."
2944,3,"It worked well for about 3 weeks. The first time I deflated and then went to use it again however, it mysteriously sprang a leak which in turn caused it to blow the seam on the top mattress. This makes the couch/ bed impossible to sleep on. Within minutes, the couch ""frame"" started leaking also. I have looked everywhere for a leak and have came to the conclusion this is just a really lovely made product for not so cheap of a price. If you plan to use it once and throw it away, this will work perfect. If you want to waste money because you have too much of it laying around, again, great. This is the couch for you. If you're looking for value or a deal, stay away. Looks great and feels like it's decent quality til you actually need to use it. I am 4""10 and 105 lbs, so no way I over exceeded the weight capacity on it. Save the time and money and just buy a Coleman cot with mattress and 2 inch memory foam topper. It sleeps a lot better and you don't have to worry about waking up on the floor. The Intex couch bed is a lot like their self leveling pools. It seems like a good idea until you're stuck with it."
2945,1,Buyers beware. Intex does not back this product at all even for manufacturing defects. Asked for a supervisor to contact me to straighten out this matter to no avail no contact was made. My advice to stay away from all intex products. A company who doesn't stand behind their product for sure won't stand with their customers.
2946,3,"Received it timely and the cushion cover looks nice like picture. However, the mattress inside is not actually a mattress -- it's some kind of weird ""stuffing"". Smells funny & looks like some type of hay or lawn debris? And now that our son's been sitting on it a month+, it's hard as a rock. Again, not really a mattress at all - at least by U.S. standards. We would have returned it for sure, but didn't realize amazon return policy is only within 30 days of purchase. We had just moved in and didn't even get it set up until we had it a couple weeks. ugh."
2947,3,"arrived with multiple darker-brown stains - had a strange smell overall and was not pleasant to sit on due to the smell and stains. had to buy a cover for it in order to sit on it comfortably. I am extremely disappointed in this product and would like to return it. Unfortunately, I live in NY and this is very large to walk to the nearest post office. Would appreciate if Epic Furnishings did something to compensate for this inconvenience and overall disappointment in their product.."
2948,3,"This literally is the worse mattress I've ever owned and slept on. Within just a few months the inner filling shifted so much that it feels like my partner and I are sleeping on mountain ranges. There are big ridges going through the mattress and even bigger dips. We've flipped the mattress so many times to try and even things out but as the days went by it got worse and worse causing us both bad pain in our bodies. From headaches to lower back pain and everything in between. While I like the idea of the filling being cotton, there's seems to be nothing in place that prevents it from shifting around. A total waste of money."
2949,3,"mattress is four inches at best, but was impossible to return. fedex ground was able to drop it off, but ups was not able to come down the driveway to pick it up. even if they could have, the tissue strength cardboard box was destroyed upon opening and there was no way a single person could compress and roll the thing back into the original bag. the return requires original packaging. i rarely review, but months later, the mattress contents shift and i can feel the futon frame through it. i regret every dollar spent."
2950,1,"I wish there was a 0 rating possible. This futon is a bad alternative for a mattress. I placed it on my platform bed and slept on it for two hours, my back was not feeling all that good. I then placed it on the floor. My friend and I slept on it to get up with a terrible feeling back in the morning. Highly disappointed with this product. This is one of the very few times I am writing up a review about a product, don't want anybody else to face the same problem."
2951,3,doesn't accurately fit my chair. I knew that buying it I just wanted a cover for my leather chair sticking against my skin. the tag designed to hold the strap to the chair broke almost instantly. made of very poor quality cloth and stitched terribly it ripped as soon as I snagged the strap trying to adjust it. All in all i had to restitch and fabricate the sheet myself to fit the chair. Should have just bought the cloth myself.
2952,3,"I really like this cover. I bought three different ones, oversized sofa, loveseat, and the recliner. Everyone but the recliner stays clipped and in place. The recliner clip falls off, strap comes off, etc. I think the loops to hold in place are not positioned properly. I wish I sent it back, but kept hoping things would get better. Right now there's no strap holding it because it doesn't go across and the metal piece just twists and falls off. Please correct this problem. This could be a good product."
2953,3,"Not only do I have to reearrange the couch cover daily (it moves every time someone sits on it so it would be a daily chore getting it to lay flat and nice on my couch), the loops that keep the straps in place broke after 1 year of use. Now I have to either take this broken one into a tailor to get it fixed or I can buy a different, more reliable brand of couch cover."
2954,1,I would give these 0 stars if I could. Even after measuring and making sure they would fit my furniture they only half do. They cover the furniture as advertised but the cheap elastic strap that is supposed to hold them in place doesn't work. The hooks metal hooks that connect through the cloth loops slip and constantly move. Not to mention I have it let all the way out to give it as much slack as possible. The craftsmanship is horrible and the loops have already started ripping apart even though no one actually uses this furniture other than our dog. If you want something that looks alright as long as you don't use it then waste your money here!
2955,3,"I have two leather couches, so I ordered two of these. In the product photo, there's a kid & dog sitting on it and they look like they'd be fantastic. HA! Threw them on my couches, turned my back and POOF, they were already jacked up. My dog hopped up and the entire back (held on by an elastic band around the back side of the couch) slipped out and fell down. The husband tried to tighten the band up, but it's stretchy... Duh, not going to get tight enough to hold the back in place. Oh well, we went for plan B. Lets tuck the back and sides into the couch to at least protect the seating surface. Even this is no match for a dog or person sitting on top - the entire cover slips, slides and looks like utter crap. I'd have been better off just throwing a $10 Walmart blanket over my couch and calling it a day. Can't send them back fast enough."
2956,3,"You may find some holes are 9"" from end and some are 10"" from end. Hopefully you will have all matching pairs. Measure and pair. I use wood glue on all dowels that I don't anticipate a need for deconstruction in the future. If you do that too, take them out and glue them afterward. Afterward when you see that it all fits. If you blow it, drilling and gluing is pretty simple. The three is only because fixing these errors in QC, I'm certain, is not too tough. Increment in price would work to re-coop costs from QC upgrade. And, BTW, I loved the wood and with a week of use it appears solid.After two weeks with it here are my recommendations. Take three or maybe four phone books from a large metro area. Place them in a stack on the floor and have a seat. Now, stand from your seated position. Also, get a very firm futon that won't compress or plan on some more platform. I'm going to use 1/4"" plywood for a full cover."
2957,1,"This futon frame sits much too low on the floor, lower than most platform beds even, thus making it difficult for people to get up off of it. This is honestly the worst Amazon purchase I have ever made. Don't make the mistake I did in selecting this."
2958,3,I loathe this frame and look forward to one day setting it on fire. First off the drill holes did not line up so we had to buy an additional drill bit to make our own holes. The frame is very squeaky and creaky. Its very difficult to move from bed to couch position and while a bit less difficult the other way it is still quite cumbersome. In couch position it can only be set into the most reclined of the four different settings because it doesn't line up to fit the other options. Even in the reclined position only the left side actually fits into the grooves the other side can only hover near it. I did what I had to do by purchasing this and I knew it wasn't going to be the best frame but its barely even functional.
2959,1,"I was going to give 5 stars until the last screw gave me trouble and wasn't go in. I hurt my hand and the screw is still half way out won't go in. obviously I can't put my mattress on with it. It's insane! The frame actually take more space once built and doesn't save much space either. Other than that, it's as advertised and it works. For your sanity if you really have to buy this one, get an electric screw driver other than your bare hands!"
2960,3,What a mistake. My daughter tried to assemble the frame but it was missing some pre-drilled holes. Can only get a refund if we return this large and heavy product. So much for buying furniture online.
